Id,Decision Date,Employer,"City, State",Case Status,Job Title,Wage Offer
A-16361-84689,2017-03-31,Mediatek Usa Inc.,"San Jose, CA",Certified,"Computer Systems Analysts, Level III","147,000.00/Year"
A-16347-79786,2017-03-31,Locke Lord Llp,"Atlanta, GA",Certified,"Lawyers, Level II","111,250.08/Year"
A-16326-73159,2017-03-31,Mediatek Usa Inc.,"San Jose, CA",Certified,"Network and Computer Systems Administrators, Level I","83,000.00/Year"
A-17012-90463,2017-03-31,"Applied Materials, Inc.","Santa Clara, CA",Certified,"Materials Scientists, Level IV","135,660.00/Year"
A-16306-67290,2017-03-31,Nwea Llc,"SANTA CLARA, CA",Certified,"Logisticians, Level II","88,317.00/Year"
A-16364-85771,2017-03-31,Maxzone Vehicle Lighting Corp,"Fontana, CA",Certified,"Commercial and Industrial Designer, Level I","46,758.00/Year"
A-17027-96325,2017-03-30,Hirsh / Bedner Associates,"Santa Monica, CA",Certified,"Interior Designers, Level II","55,310.00/Year"
A-17020-93311,2017-03-30,Ase (u.s.) Inc.,"Sunnyvale, CA",Certified,"Materials Scientists, Level II","97,011.00/Year"
A-16364-85754,2017-03-30,"Startup Pavilion, Inc.","Centennial, CO",Certified,"Public Relations Specialist (Corporate Relationships), Level II","49,566.00/Year"
A-15282-26783,2017-03-29,Pvci Charter School,"Hadley, MA",Certified,"Elementary School Teachers, Except Special Education, Level II","54,897.00/Year"
A-17025-94996,2017-03-29,"Leapers, Inc.","Livonia, MI",Certified,"Software Developer, Applications, Level I","61,996.00/Year"
A-16343-78944,2017-03-29,Intel Corporation,"San Jose, CA",Certified,"Electronics Engineers, Except Computer, Level II","108,805.00/Year"
A-16302-66272,2017-03-29,"Kt Campus, Inc.","Rancho Cucamonga, CA",Certified,"Market Research Analysts and Marketing Specialists, Level I","34,382.00/Year"
A-17010-89069,2017-03-29,Analog Devices Inc.,"San Jose, CA",Certified,"Electronics Engineers, Except Computer, Level II","108,805.00/Year"
A-16271-56480,2017-03-29,Dell Products Lp,"Austin, TX",Certified,"Transportation, Storage, and Distributions Managers, Level III","95,742.00/Year"
A-16225-41936,2017-03-29,"Applied Materials, Inc.","Malta, NY",Certified,"Sales Engineers, Level III","131,580.00/Year"
A-14338-30969,2017-03-28,"H2o Clinical, Llc","Hunt Valley, MD",Certified,"Statisticians, Level I","64,938.00/Year"
A-17010-89046,2017-03-28,H.n.w Industry Inc.,"New York, NY",Certified,"Procurement Specialist, Level I","62,962.00/Year"
A-17003-86699,2017-03-28,"Oracle America, Inc.","Redwood Shores, CA",Certified,"Software Developers, Systems Software, Level II","117,444.00/Year"
A-16365-86110,2017-03-27,"Advanced Energy Industries, Inc.","Fort Collins, CO",Certified,"Computer Systems Analysts, Level I","61,755.00/Year"
A-16356-83774,2017-03-27,"Home Dynamix, Llc","Moonachie, NJ",Certified,"Graphic Designers, Level I","38,522.00/Year"
A-16350-81366,2017-03-27,"Tarleton State University, Part Of Texas A&m; Univ","Stephenville, TX",Certified,"Assistant Professor, Level I","85,052.00/Year"
A-16337-76793,2017-03-27,The Honest Company,"Los Angeles, CA",Certified,"Statisticians, Level II","90,000.00/Year"
A-17011-90071,2017-03-27,Occidental College,"Los Angeles, CA",Certified,"Assistant Professor of Sociology, Level I","66,000.00/Year"
A-17010-89509,2017-03-27,"Qualcomm Atheros, Inc.","San Jose, CA",Certified,"Software Developers, Systems Software, Level III","142,938.00/Year"
A-17005-87837,2017-03-27,"Qualcomm Atheros, Inc.","San Jose, CA",Certified,"Electronics Engineers, Except Computer, Level II","115,004.00/Year"
A-17005-87435,2017-03-27,Qualcomm Technologies Inc.,"San Diego, CA",Certified,"Software Developers, Systems Software","103,044.00/Year"
A-16312-69061,2017-03-24,Intel Corporation,"Hillsboro, OR",Certified,"Industrial Engineers, Level II","88,795.00/Year"
A-16285-60426,2017-03-24,"Mighty Enterprises, Inc.","Torrance, CA",Certified,"Electrical and Electronic Engineering Technicians, Level I","42,058.00/Year"
A-16204-35337,2017-03-24,"World Journal La, Llc","Houston, TX",Certified,"Reporters and Correspondents, Level II","38,854.00/Year"
A-16343-78880,2017-03-24,Acer America Corporation,"San Jose, CA",Certified,"Writers and Authors, Level IV","110,000.00/Year"
A-16333-75036,2017-03-23,Apple Inc.,"Cupertino, CA",Certified,"Materials Engineers, Level III","167,000.00/Year"
A-16348-80458,2017-03-22,Qualcomm Technologies Inc.,"San Diego, CA",Certified,"Software Developers, Systems Software, Level II","101,629.00/Year"
A-16344-78970,2017-03-22,Pricewaterhousecoopers,"San Jose, CA",Certified,"Accountants and Auditors, Level IV","121,202.00/Year"
A-16340-77164,2017-03-22,Sparkle Power Inc.,"Fremont, CA",Certified,"Marketing Analyst, Level I","46,500.00/Year"
A-16259-53265,2017-03-22,"Puma Industries, Inc.","Memphis, TN",Certified,"Financial Managers, Level II","80,621.00/Year"
A-16365-86058,2017-03-22,Qualcomm Technologies Inc.,"San Diego, CA",Certified,"Software Developers, Systems Software","92,997.00/Year"
A-16364-85631,2017-03-22,Qualcomm Technologies Inc.,"Raleigh, NC",Certified,"Electronics Engineers, Except Computer, Level II","111,551.00/Year"
A-17019-92734,2017-03-21,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications, Level I","113,000.00/Year"
A-17006-88402,2017-03-21,Qualcomm Technologies Inc.,"San Diego, CA",Certified,"Software Developers, Systems Software","95,036.00/Year"
A-16355-83184,2017-03-21,Qualcomm Technologies Inc.,"San Diego, CA",Certified,"Electronics Engineers, Except Computer, Level II","98,178.00/Year"
A-17003-86597,2017-03-20,"Tzeng Long U.s.a., Inc.","Commerce, CA",Certified,"Market Research Analysts and Marketing Specialists, Level I","37,149.00/Year"
A-16342-78295,2017-03-20,The President And Trustees Of Williams College,"Williamstown, MA",Certified,"Biological Science Teachers, Postsecondary, Level I","79,600.00/Year"
A-16333-74662,2017-03-20,"Hetrick & Associates, P.c.","Greenbelt, MD",Certified,"Accountant, Level III","89,502.00/Year"
A-16328-74210,2017-03-20,Otoy Inc,"Los Angeles, CA",Certified,"Software Developer, Applications, Level II","95,000.00/Year"
A-17023-93948,2017-03-20,"California State University, Monterey Bay","SEASIDE, CA",Certified,ASSOCIATE PROFESSOR,"128,520.00/Year"
A-16323-73020,2017-03-20,"Yelp, Inc.","San Francisco, CA",Certified,"Software Developers, Systems Software, Level II","120,000.00/Year"
A-16215-38110,2017-03-20,Boojaa Inc,"New York, NY",Certified,"Wholesale and retail buyers,except farm products, Level IV","89,398.00/Year"
A-16365-86052,2017-03-17,"Big Huge Games, Inc.","Lutherville-Timonium, MD",Certified,"Statisticians, Level I","65,000.00/Year"
A-17013-90787,2017-03-17,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications","113,000.00/Year"
A-16175-25414,2017-03-17,Kforce Inc.,"Tampa, FL",Certified,"Graphic Designers, Level I",35.00/Hour
A-17009-88606,2017-03-17,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse, Level I","18,034.00/Year"
A-17009-88601,2017-03-17,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse, Level I","18,034.00/Year"
A-17009-88556,2017-03-17,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse, Level I","18,034.00/Year"
A-17004-87215,2017-03-16,Cummins Inc.,"Columbus, IN",Certified,"Financial Managers, Level II","97,594.00/Year"
A-16298-64780,2017-03-16,Uber Technologies Inc.,"San Francisco, CA",Certified,"Software Developers, Applications, Level II","110,000.00/Year"
A-16364-85641,2017-03-16,Yahoo! Inc.,"Sunnyvale, CA",Certified,"Software Developers, Systems Software","106,913.00/Year"
A-16165-20842,2017-03-16,Google Inc.,"New York, NY",Certified,"Software Developers, Applications","113,000.00/Year"
A-16355-82882,2017-03-16,Cummins Inc.,"Columbus, IN",Certified,"Mechanical Engineers, Level II","75,600.00/Year"
A-16355-82741,2017-03-16,"Interface Rehab, Inc.","Placentia, CA",Certified,"Speech Language Pathologist, Level I",32.00/Hour
A-16291-62391,2017-03-16,Wittenberg University,"Springfield, OH",Certified,"Recreation and Fitness Studies Teachers, Postsecondary, Level I","50,017.00/Year"
A-16351-81783,2017-03-16,Trusted Insight,"New York, NY",Certified,"Mathematicians, Level I","85,000.00/Year"
A-16342-77971,2017-03-16,Renaissance Academy,"LEHI, UT",Certified,"CHINESE LANGUAGE TEACHER, Level II","44,950.00/Year"
A-17006-88191,2017-03-16,Gracenote,"Emeryville, CA",Certified,"Software Developers, Systems Software, Level II","117,000.00/Year"
A-16337-76479,2017-03-16,Trexquant Management Llc,"Stamford, CT",Certified,"Statisticians, Level III","113,256.00/Year"
A-16236-45572,2017-03-16,Uber Technologies Inc.,"San Francisco, CA",Certified,"Software Developers, Systems Software, Level II","113,381.00/Year"
A-16326-73317,2017-03-16,Chateau International Inc.,"Edison, NJ",Certified,"Accountants and Auditors, Level I","70,000.00/Year"
A-17005-87617,2017-03-16,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse, Level I","18,034.00/Year"
A-17005-87583,2017-03-16,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse, Level I","18,034.00/Year"
A-16355-83115,2017-03-15,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications, Level I","113,000.00/Year"
A-16355-82787,2017-03-15,The University Of Chicago,"Chicago, IL",Certified,"Mathematical Science Teachers, Postsecondary, Level I","60,000.00/Year"
A-16354-82341,2017-03-15,"Foxconn Ems, Inc.","Houston, TX",Certified,"Mechanical Engineers, Level II","87,381.00/Year"
A-17027-96099,2017-03-15,Google Inc.,"Mountain View, CA",Certified,"Software Developers, Applications, Level I","113,000.00/Year"
A-17024-94881,2017-03-15,"Touchofmodern, Inc.","San Francisco, CA",Certified,"Market Research Analysts and Marketing Specialists, Level II","115,000.00/Year"
A-16343-78859,2017-03-15,Intel Corporation,"Hillsboro, OR",Certified,"Electronics Engineers, Except Computer, Level III","95,867.00/Year"
A-16161-19757,2017-03-14,Chinese American Service League,"Chicago, IL",Certified,"Child, Family, and School Social Workers, Level II","42,245.00/Year"
A-16354-82598,2017-03-14,Wonder Workshop,"San Mateo, CA",Certified,"Software Developers, Applications, Level II","115,000.00/Year"
A-16349-80870,2017-03-14,"Western Digital (fremont), Llc","Fremont, CA",Certified,"Materials Scientists, Level III","130,728.00/Year"
A-16315-70098,2017-03-13,Solarcity,"Fremont, CA",Certified,"Software Developers, Systems Software, Level I","100,000.00/Year"
A-16309-68461,2017-03-13,Intel Corporation,"Hillsboro, OR",Certified,"Materials Engineers, Level III","94,682.00/Year"
A-16301-65804,2017-03-13,Intel Corporation,"Hillsboro, OR",Certified,Sales Engineers,"107,707.00/Year"
A-16343-78843,2017-03-10,"University Of California, Berkeley","Berkeley, CA",Certified,"Social Work Teachers, Postsecondary, Level I","81,000.00/Year"
A-16341-77843,2017-03-10,"Synopsys, Inc.","Mountain View, CA",Certified,"Electronics Engineers, Except Computer, Level II","115,200.00/Year"
A-16194-31743,2017-03-10,"Applied Materials, Inc.","Austin, TX",Certified,"Accountants and Auditors, Level II","79,000.00/Year"
A-16168-22630,2017-03-10,Green Osa Llc,"Austin, TX",Certified,"Preschool Teachers, Except Special Education, Level IV","37,024.00/Year"
A-16350-81443,2017-03-10,University Of Northern Iowa,"Cedar Falls, IA",Certified,"Social Work Teachers, Postsecondary, Level I","48,000.00/Year"
A-16314-69808,2017-03-09,"Gemological Institute Of America, Inc.","New York, NY",Certified,"Statisticians, Level I","80,000.00/Year"
A-16190-30808,2017-03-09,Eforcity Corporation,"City of Industry, CA",Certified,"Computer Occupations, All Other, Level II","63,149.00/Year"
A-16134-10118,2017-03-09,"Sojern, Inc.","San Francisco, CA",Certified,"Software Developers, Systems Software, Level II","135,000.00/Year"
A-16203-34960,2017-03-08,Diamond Wipes International Inc.,"Chino, CA",Certified,"Art Director, Level II","67,870.00/Year"
A-16357-84313,2017-03-08,"Edgewood College, Inc.","Madison, WI",Certified,"Education Teachers, Postsecondary, Level I","55,000.00/Year"
A-16312-69086,2017-03-08,Tsmc North America,"San Jose, CA",Certified,"Industrial Engineers, Level II","99,778.00/Year"
A-16307-67748,2017-03-08,Huvepharma Inc,"PEACHTREE CITY, GA",Certified,"TECHNICAL SERVICES VETERINARIAN, Level III","100,000.00/Year"
A-16307-67629,2017-03-08,"Tucci Learning Solutions, Inc.","Watsonville, CA",Certified,"Mental Health Counselors, Level II","38,000.00/Year"
A-16179-26555,2017-03-06,Yama Seiki Usa Inc,"Chino, CA",Certified,"Electrical Engineer, Level I","59,218.00/Year"
A-16130-07048,2017-03-06,Globalfoundries U.s. Inc.,"Malta, NY",Certified,"Electronics Engineers, Except Computer, Level IV","96,948.00/Year"
A-16349-80994,2017-03-06,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level II","114,000.00/Year"
A-16348-80498,2017-03-06,Lam Research Corporation,"Tualatin, OR",Certified,"Materials Engineers, Level III","94,682.00/Year"
A-16348-80148,2017-03-06,"H2o Clinical, Llc","Hunt Valley, MD",Certified,"Accountants and Auditors, Level I","47,882.00/Year"
A-16343-78869,2017-03-06,Chen & Fan Accountancy Corporation,"EL MONTE, CA",Certified,"Accountants and Auditors, Level III","80,000.00/Year"
A-16343-78833,2017-03-06,Chen & Fan Accountancy Corporation,"EL MONTE, CA",Certified,"Accountants and Auditors, Level III","80,000.00/Year"
A-16333-74968,2017-03-06,Tung Chyuan Investment Inc.,"Dallas, TX",Certified,"Web Developer, Level I","46,155.00/Year"
A-16308-68153,2017-03-06,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level III","133,500.00/Year"
A-16277-58376,2017-03-03,Intel Corporation,"Hillsboro, OR",Certified,"Software Developers, Systems Software, Level IV","115,939.00/Year"
A-16265-54736,2017-03-03,"Itron, Inc.","West Union, SC",Certified,"Computer Systems Analysts, Level IV","81,619.00/Year"
A-16329-74441,2017-03-03,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level I","130,054.00/Year"
A-16125-05720,2017-03-03,Stretch-o-rama Dba Longstreet,"New York, NY",Certified,"Fine Artists, Including Painters, Sculptors, and Illustrators, Level II","55,869.00/Year"
A-16267-55643,2017-03-02,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level IV","146,500.00/Year"
A-16236-45407,2017-03-02,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level II","114,000.00/Year"
A-16344-79235,2017-03-02,Unifrax I Llc,"Tonawanda, NY",Certified,"Industrial Engineers, Level II","66,934.00/Year"
A-16340-77163,2017-03-02,Case Farms Processing Inc.,"Morganton, NC",Certified,"Butchers and Meat Cutters, Level I",9.60/Hour
A-16351-81927,2017-03-01,"Cofan, Komot Usa, Inc.","Fremont, CA",Certified,"Accountants and Auditors, Level II","70,242.00/Year"
A-16348-80123,2017-03-01,Agma Systems Llc,"Bridgewater, NJ",Certified,"Software Developers, Applications, Level III","103,626.00/Year"
A-16347-79601,2017-03-01,"Optimatic Media, Inc.","New York, NY",Certified,"Software Developers, Applications, Level I","75,000.00/Year"
A-16337-76802,2017-02-28,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse, Level I","18,034.00/Year"
A-16320-71309,2017-02-28,First National Bank Of Omaha,"Omaha, NE",Certified,"Statisticians, Level I","58,000.00/Year"
A-16355-83109,2017-02-27,"Defender Services, Inc.","Hendersonville, NC",Certified,"Packers and Packagers, Level I",8.20/Hour
A-16335-75657,2017-02-27,Community College Of Rhode Island,"Lincoln, RI",Certified,"Sociology Teachers, Postsecondary","46,991.00/Year"
A-16318-70811,2017-02-27,Comfylife Inc,"Fremont, CA",Certified,"Commercial and Industrial Designer, Level I","48,610.00/Year"
A-16342-78417,2017-02-24,Kpmg Llp,"Houston, TX",Certified,"Accountants and Auditors, Level II","84,000.00/Year"
A-16342-78286,2017-02-24,Ebs Healthcare,"West Chester, PA",Certified,"Speech-Language Pathologist, Level II","73,341.00/Year"
A-16340-77395,2017-02-24,Draw Academy,"Houston, TX",Certified,"Education Administrators, Elementary and Secondary School, Level II","70,837.00/Year"
A-16337-76867,2017-02-24,Deluxe Media Creative Services Inc.,"Santa Monica, CA",Certified,"Software Developers, Applications, Level II","93,163.00/Year"
A-16307-67429,2017-02-23,Sam Houston State University,"Huntsville, TX",Certified,"Mathematical Science Teachers, Postsecondary, Level I","61,308.00/Year"
A-16189-30383,2017-02-23,Alphavista Services Inc.,"Sunnyvale, CA",Certified,"Speech Language Pathologist, Level II","82,950.00/Year"
A-15303-34145,2017-02-23,Los Angeles Church,"El Monte, CA",Certified,"Student Tutor, Level III","52,647.00/Year"
A-16313-69152,2017-02-22,Ostendo Technologies Inc.,"Carlsbad, CA",Certified,"Materials Engineers, Level II","83,325.00/Year"
A-16312-69024,2017-02-22,"Dorado-da North America, Inc.","Sunnyvale, CA",Certified,"Sales Engineers, Level II","109,512.00/Year"
A-16307-67682,2017-02-22,Qualcomm Technologies Inc.,"San Diego, CA",Certified,"Software Developers, Systems Software, Level II","107,370.00/Year"
A-16340-77427,2017-02-22,Qualcomm Technologies Inc.,"San Diego, CA",Certified,"Software Developers, Systems Software, Level II","103,106.00/Year"
A-16312-68989,2017-02-21,"Dorado-da North America, Inc.","Sunnyvale, CA",Certified,"Electronics Engineers, Except Computer, Level II","108,805.00/Year"
A-16348-80321,2017-02-21,"Defender Services, Inc.","Gastonia, NC",Certified,"Packers and Packagers, Level I",8.27/Hour
A-16348-80318,2017-02-21,"Defender Services, Inc.","Gastonia, NC",Certified,"Packers and Packagers, Level I",8.27/Hour
A-16347-79858,2017-02-21,"Defender Services, Inc.","Hendersonville, NC",Certified,"Packers and Packagers, Level I",8.20/Hour
A-16341-77893,2017-02-21,Dell Usa Lp,"Round Rock, TX",Certified,Market Research Analysts and Marketing Specialists,"121,280.00/Year"
A-16172-23787,2017-02-21,"All Pets Animal Hospital, Llc","Katy, TX",Certified,"Veterinarians, Level I","60,445.00/Year"
A-16251-50254,2017-02-17,Digital River,"Minnetonka, MN",Certified,"Software Developers, Applications, Level I","62,733.00/Year"
A-16138-11294,2017-02-17,"Qualcomm Atheros, Inc.","San Diego, CA",Certified,"Software Developers, Systems Software, Level II","129,252.00/Year"
A-16309-68525,2017-02-16,"Groupon, Inc.","Chicago, IL",Certified,"Statisticians, Level I","48,485.00/Year"
A-16212-37484,2017-02-16,Jcg Foods Of Georgia Llc D/b/a Koch Foods,"Pine Mountain Valley, GA",Certified,"Meat, Poultry, and Fish Cutters and Trimmers, Level I","20,654.00/Year"
A-16195-32515,2017-02-16,"Defender Services, Inc.","Gastonia, NC",Certified,"Packers and Packagers, Level I",8.20/Hour
A-16146-14418,2017-02-16,"World Journal La, Llc","Monterey Park, CA",Certified,"Public Relations Specialists, Level I","40,747.00/Year"
A-16337-76566,2017-02-15,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse, Level I","18,034.00/Year"
A-16336-76179,2017-02-15,"Pure Beauty Farms, Inc","Miami, FL",Certified,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse, Level I","18,034.00/Year"
A-16312-69114,2017-02-15,Access Distributors Inc. Dba: Encon Electronics,"Hayward, CA",Certified,"Management Analyst, Level III","94,994.00/Year"
A-16295-63963,2017-02-15,"Ads Alliance Data Systems, Inc.","Chicago, IL",Certified,"Statisticians, Level II","88,000.00/Year"
A-16266-55316,2017-02-15,Microsoft Corporation,"Redmond, WA",Certified,"Software Developers, Applications, Level II","106,101.00/Year"
A-16301-66076,2017-02-14,Life Steps Foundation Children And Family Services,"Diamond Bar, CA",Certified,"Educational, Guidance, School, and Vocational Counselors, Level II","51,189.00/Year"
A-16169-23240,2017-02-14,"Lee & Lee Washington, Inc.","Rockville, MD",Certified,"Market Research Analysts and Marketing Specialists, Level I","40,040.00/Year"
A-16350-81555,2017-02-14,Qualcomm Technologies Inc.,"San Diego, CA",Certified,"Marketing Managers, Level II","116,938.00/Year"
A-16348-80036,2017-02-14,Amazon Corporate Llc,"Seattle, WA",Certified,"Transportation, Storage, and Distribution Managers, Level IV","128,000.00/Year"
A-16344-79304,2017-02-14,Amazon Corporate Llc,"Seattle, WA",Certified,"Web Developers, Level II","70,034.00/Year"
A-16343-78585,2017-02-14,Genesis Research Llc,"Hoboken, NJ",Certified,"Statisticians, Level I","60,000.00/Year"
A-16343-78551,2017-02-14,Goldman Sachs & Co.,"Salt Lake City, UT",Certified,"Financial Analysts, Level III","79,851.00/Year"
A-16285-60503,2017-02-13,Ruckus Wireless Inc,"Sunnyvale, CA",Certified,"Accountants and Auditors, Level II","80,000.00/Year"
A-16351-81752,2017-02-13,Bauer Controls,"Plymouth, MI",Certified,"Software Developers, Applications, Level II","81,203.00/Year"
A-16322-72418,2017-02-13,Ase (u.s.) Inc.,"Sunnyvale, CA",Certified,"Materials Engineers, Level II","109,533.00/Year"
A-16337-76758,2017-02-10,"Defender Services, Inc.","Gastonia, NC",Certified,"Packers and Packagers, Level I",8.27/Hour
A-16333-74820,2017-02-10,Cyence Inc.,"San Mateo, CA",Certified,"Statisticians, Level I","115,000.00/Year"
A-16327-73927,2017-02-10,"Facebook, Inc.","Seattle, WA",Certified,"Software Developers, Systems Software, Level II","122,534.00/Year"
A-16327-73892,2017-02-10,"Facebook, Inc.","Seattle, WA",Certified,"Multimedia Artists and Animators, Level I","110,906.25/Year"
A-16228-42162,2017-02-10,"Aruze Gaming America, Inc.","LAS VEGAS, NV",Certified,"CHIEF EXECUTIVE, Level I","110,000.00/Year"
A-16021-63447,2017-02-09,Salesforce.com,"San Francisco, CA",Certified,"Accountants and Auditors, Level II","100,000.00/Year"
A-16341-77889,2017-02-09,"Samsung Austin Semiconductor, Llc","Austin, TX",Certified,"Materials Engnieers, Level II","85,987.00/Year"
A-16320-71532,2017-02-09,Amazon Corporate Llc,"Seattle, WA",Certified,"Software Developers, Systems Software, Level III","116,459.00/Year"
A-16308-67994,2017-02-09,Apple Inc.,"Cupertino, CA",Certified,"Logisticians, Level II","130,000.00/Year"
A-16356-83513,2017-02-09,George Washington University,"Washington, DC",Certified,"Foreign Language and Literature Teachers, Postsecondary, Level II","65,000.00/Year"
A-16355-82977,2017-02-09,Globalfoundries U.s. Inc.,"MALTA, NY",Certified,"Materials Engineers, Level III","104,766.00/Year"
A-16291-62415,2017-02-09,Antra Inc,"Dulles, VA",Certified,"Software Developers, Applications, Level II","90,646.00/Year"
A-16260-53404,2017-02-08,Quotient Technology Inc.,"Mountain View, CA",Certified,"Software Developers, Applications, Level II","120,349.00/Year"
A-16322-72504,2017-02-07,Nancy Lin (private Household),"Riverhead, NY",Certified,"Chinese Food Cook (Household, Liveout), Level IV","33,696.00/Year"
A-16175-25284,2017-02-07,Ebara International Corporation,"Sparks, NV",Certified,"Mechanical Engineers, Level II","77,896.00/Year"
A-16013-60847,2017-02-07,Angelo State University,"San Angelo, TX",Certified,"Health Specialties Teachers, Postsecondary, Level III","85,689.00/Year"
A-16335-75633,2017-02-06,"Engineering Technology Associates, Inc.","Troy, MI",Certified,"Mechanical Engineer, Level III","90,920.00/Year"
A-16323-72991,2017-02-06,Amazon Corporate Llc,"Seattle, WA",Certified,"Software Developers, Applications, Level II","101,088.00/Year"
A-16320-71684,2017-02-06,"Koch Foods, Llc","MORRISTOWN, TN",Certified,"POULTRY PROCESSOR, Level I","17,222.00/Year"
A-16301-66024,2017-02-06,Maxzone Vehicle Lighting Corp,"Fontana, CA",Certified,"Market Research Analyst and Marketing Specialist, Level I","34,382.00/Year"
A-16167-22297,2017-02-06,"Excellence Opto, Inc.","Pomona, CA",Certified,"Electrical Engineers, Level II","91,645.00/Year"
A-16341-77736,2017-02-03,Arc United Corp.,"Ontario, CA",Certified,"Marketing Analyst, Level I","45,000.00/Year"
A-16334-75465,2017-02-03,Dennison Inc.,"City of Industry, CA",Certified,"Chemical Engineer, Level I","67,725.00/Year"
A-16238-46615,2017-02-03,Apple Inc.,"Cupertino, CA",Certified,"Materials Engineers, Level III","168,000.00/Year"
